transactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,BranchID,Description,TransactionDate,,
3016421,201370,201587,3,4104.8,42,Transaction 16421,2/3/26 3:01 PM,,2/3/26 3:01 PM
3037552,200969,200962,1,2519.78,17,Transaction 37552,1/28/20 12:00 AM,,1/28/20 12:00 AM
3020490,201205,201274,3,3277.01,49,Transaction 20490,11/28/20 8:00 PM,,11/28/20 8:00 PM
3009936,200665,200459,3,2661.09,6,Transaction 9936,5/18/21 5:00 AM,,5/18/21 5:00 AM
3016597,201578,200175,4,3255.06,34,Transaction 16597,8/27/20 11:00 PM,,8/27/20 11:00 PM
3008090,200440,201496,4,1377.34,36,Transaction 8090,8/12/20 2:00 AM,,8/12/20 2:00 AM
3020900,201452,201537,4,1184.61,46,Transaction 20900,7/4/20 3:00 PM,,7/4/20 3:00 PM
3037950,201235,200750,1,3791.95,28,Transaction 37950,8/7/20 9:00 AM,,8/7/20 9:00 AM
3032408,201609,200257,1,4625.45,10,Transaction 32408,8/23/23 4:00 PM,,8/23/23 4:00 PM
3006514,201444,200858,2,4383.21,32,Transaction 6514,8/15/20 7:00 PM,,8/15/20 7:00 PM
3032379,201045,200489,3,4225.28,18,Transaction 32379,5/31/23 7:00 PM,,5/31/23 7:00 PM
3004675,201534,201632,1,2723.21,35,Transaction 4675,5/25/21 5:00 AM,,5/25/21 5:00 AM
3012463,200667,200464,3,147.75,34,Transaction 12463,4/13/21 7:00 PM,,4/13/21 7:00 PM
3009717,200517,200911,1,2244.82,11,Transaction 9717,6/3/21 12:00 AM,,6/3/21 12:00 AM
3026145,200250,200888,3,1805.12,3,Transaction 26145,8/12/23 5:00 AM,,8/12/23 5:00 AM
3013552,201101,200795,3,1465.41,43,Transaction 13552,3/8/20 6:00 AM,,3/8/20 6:00 AM
3022049,201388,201040,3,4074.93,43,Transaction 22049,3/19/23 10:00 AM,,3/19/23 10:00 AM
3037219,200668,201102,1,3811.74,30,Transaction 37219,8/14/23 11:00 PM,,8/14/23 11:00 PM
3028752,200811,201267,3,2548.46,15,Transaction 28752,3/4/22 10:00 PM,,3/4/22 10:00 PM
3025016,200295,200667,2,3957.39,33,Transaction 25016,2/18/22 8:00 AM,,2/18/22 8:00 AM
3012692,201250,201257,3,1283.03,15,Transaction 12692,1/20/23 3:00 AM,,1/20/23 3:00 AM
3041740,200527,201305,2,1764.97,12,Transaction 41740,12/23/22 7:00 AM,,12/23/22 7:00 AM
3042838,200393,200093,1,908.63,4,Transaction 42838,11/17/22 6:00 PM,,11/17/22 6:00 PM
3012440,200054,201036,1,3815.69,12,Transaction 12440,4/1/22 8:00 AM,,4/1/22 8:00 AM
3014251,201419,200821,1,2231.65,29,Transaction 14251,10/7/21 1:00 AM,,10/7/21 1:00 AM
3039548,200260,201075,4,3547.75,41,Transaction 39548,1/22/21 10:00 AM,,1/22/21 10:00 AM
3048061,201168,201054,2,4243.29,2,Transaction 48061,6/15/20 11:00 PM,,6/15/20 11:00 PM
3015767,200883,200055,3,2340.59,31,Transaction 15767,6/3/20 5:00 PM,,6/3/20 5:00 PM
3044375,200634,201070,3,2071.46,3,Transaction 44375,4/10/22 8:00 AM,,4/10/22 8:00 AM
3038160,201017,201606,3,4478.68,13,Transaction 38160,12/20/25 3:01 PM,,12/20/25 3:01 PM
3004428,201568,200717,1,2125.66,49,Transaction 4428,2/20/21 6:00 PM,,2/20/21 6:00 PM
3048668,200126,200455,1,3846.25,4,Transaction 48668,11/19/23 11:00 PM,,11/19/23 11:00 PM
3029122,200102,200055,4,4478.94,1,Transaction 29122,9/1/22 5:00 PM,,9/1/22 5:00 PM
3031396,200990,200838,2,26.01,29,Transaction 31396,5/7/20 12:00 AM,,5/7/20 12:00 AM
3048486,201487,201015,3,840.13,25,Transaction 48486,1/1/22 10:00 PM,,1/1/22 10:00 PM
3031913,200655,201361,3,1608.53,3,Transaction 31913,12/2/21 1:00 AM,,12/2/21 1:00 AM
3040525,200057,201392,4,3506.15,13,Transaction 40525,7/18/23 7:00 AM,,7/18/23 7:00 AM
3010496,200031,201632,2,3745.98,20,Transaction 10496,11/10/22 9:00 PM,,11/10/22 9:00 PM
3048319,200816,200051,1,3037.04,5,Transaction 48319,8/31/23 1:00 PM,,8/31/23 1:00 PM
3021766,201630,200391,4,4920.91,3,Transaction 21766,8/6/20 11:00 AM,,8/6/20 11:00 AM
3037758,201578,201449,2,855.2,12,Transaction 37758,3/17/21 5:00 PM,,3/17/21 5:00 PM
3027319,200175,200224,2,252.64,33,Transaction 27319,3/17/21 5:00 PM,,3/17/21 5:00 PM
3042864,200404,200621,3,648.98,41,Transaction 42864,2/8/20 2:00 AM,,2/8/20 2:00 AM
3011042,201592,200266,1,2097.48,26,Transaction 11042,4/21/23 12:00 PM,,4/21/23 12:00 PM
3005204,200987,201017,2,3373.3,46,Transaction 5204,11/25/21 1:00 PM,,11/25/21 1:00 PM
3038536,200121,200930,4,325.39,11,Transaction 38536,10/6/21 7:00 AM,,10/6/21 7:00 AM
3023165,200393,201341,2,2642.08,13,Transaction 23165,4/5/22 9:00 PM,,4/5/22 9:00 PM
3023195,201115,200087,2,4882.9,39,Transaction 23195,6/14/22 9:00 AM,,6/14/22 9:00 AM
3005193,200349,201441,2,1012.16,3,Transaction 5193,3/14/21 12:00 PM,,3/14/21 12:00 PM
3043200,200290,201437,2,788.2,38,Transaction 43200,2/20/20 5:00 PM,,2/20/20 5:00 PM
3003003,200319,200807,3,2968.26,37,Transaction 3003,11/26/22 4:00 PM,,11/26/22 4:00 PM
3028010,200357,200027,3,4763.23,41,Transaction 28010,4/22/21 9:00 PM,,4/22/21 9:00 PM
3041614,201400,200214,1,215.64,11,Transaction 41614,2/27/21 5:00 PM,,2/27/21 5:00 PM
3023644,200261,200370,1,634.03,25,Transaction 23644,4/8/20 8:00 PM,,4/8/20 8:00 PM
3044305,200091,200236,3,3180.66,39,Transaction 44305,9/7/22 5:00 AM,,9/7/22 5:00 AM
3008255,201328,201413,3,1069.66,48,Transaction 8255,2/5/23 9:00 AM,,2/5/23 9:00 AM
3006195,201445,200255,2,2988.16,29,Transaction 6195,5/7/22 7:00 PM,,5/7/22 7:00 PM
3022086,201301,201003,2,2577.65,29,Transaction 22086,1/5/24 8:00 PM,,1/5/24 8:00 PM
3012408,200890,201306,3,743.63,3,Transaction 12408,9/19/21 9:00 AM,,9/19/21 9:00 AM
3024812,200631,201241,1,4923.43,2,Transaction 24812,2/13/20 3:00 PM,,2/13/20 3:00 PM
3025222,200830,200072,1,4683.41,47,Transaction 25222,9/29/22 8:00 AM,,9/29/22 8:00 AM
3034152,201140,200772,3,2648.67,14,Transaction 34152,2/1/23 9:00 PM,,2/1/23 9:00 PM
3028468,201517,200223,4,2789.74,13,Transaction 28468,2/4/21 11:00 PM,,2/4/21 11:00 PM
3049078,201176,201401,3,3767.75,30,Transaction 49078,12/23/20 11:00 PM,,12/23/20 11:00 PM
3037844,200670,200179,3,26.47,27,Transaction 37844,5/7/22 4:00 PM,,5/7/22 4:00 PM
3025443,200238,201462,2,719.63,19,Transaction 25443,5/7/22 4:00 PM,,5/7/22 4:00 PM
3006699,200048,200336,3,4016.75,47,Transaction 6699,12/24/23 4:00 AM,,12/24/23 4:00 AM
3019570,201121,200632,3,2325.59,18,Transaction 19570,7/26/22 11:00 AM,,7/26/22 11:00 AM
3028885,200965,200148,2,4592.38,44,Transaction 28885,7/3/22 5:00 AM,,7/3/22 5:00 AM
3022455,200608,200546,2,2022.61,39,Transaction 22455,1/31/23 9:00 PM,,1/31/23 9:00 PM
3002871,201250,200306,3,2404.59,30,Transaction 2871,12/16/20 3:00 PM,,12/16/20 3:00 PM
3026728,201072,201496,2,2410.34,33,Transaction 26728,4/3/20 9:00 AM,,4/3/20 9:00 AM
3022377,200183,200367,1,4761.07,30,Transaction 22377,12/3/20 6:00 AM,,12/3/20 6:00 AM
3023477,201237,200883,3,2438,35,Transaction 23477,11/22/20 9:00 AM,,11/22/20 9:00 AM
3044778,200715,201494,3,3305.47,21,Transaction 44778,11/17/21 4:00 AM,,11/17/21 4:00 AM
3043577,201351,200893,4,2799.94,49,Transaction 43577,9/4/20 4:00 AM,,9/4/20 4:00 AM
3041659,200708,200380,2,990.88,9,Transaction 41659,9/11/21 4:00 AM,,9/11/21 4:00 AM
3019765,201451,200484,1,1759.04,28,Transaction 19765,1/28/24 1:00 PM,,1/28/24 1:00 PM
3036604,200679,200508,4,4510.16,23,Transaction 36604,12/7/25 3:01 PM,,12/7/25 3:01 PM
3047393,200755,200484,3,1136.34,10,Transaction 47393,1/29/21 8:00 PM,,1/29/21 8:00 PM
3010845,200030,200910,4,1357.75,37,Transaction 10845,9/22/20 9:00 AM,,9/22/20 9:00 AM
3033831,200703,201375,3,1325.83,30,Transaction 33831,1/26/24 2:00 AM,,1/26/24 2:00 AM
3006352,201331,201457,4,4242.9,49,Transaction 6352,6/18/20 11:00 PM,,6/18/20 11:00 PM
3024429,201146,200336,2,4006.18,18,Transaction 24429,6/21/20 3:00 AM,,6/21/20 3:00 AM
3032140,201385,201623,3,4579.35,29,Transaction 32140,10/28/22 6:00 AM,,10/28/22 6:00 AM
3019834,200199,201091,2,990.24,25,Transaction 19834,10/11/23 8:00 AM,,10/11/23 8:00 AM
3047012,200328,200463,1,425,8,Transaction 47012,11/3/23 11:00 AM,,11/3/23 11:00 AM
3018862,200997,201246,1,644.36,32,Transaction 18862,10/10/20 6:00 PM,,10/10/20 6:00 PM
3001207,200402,200134,3,569.05,10,Transaction 1207,8/14/20 8:00 AM,,8/14/20 8:00 AM
3039434,200896,200567,3,481.32,5,Transaction 39434,5/25/21 10:00 PM,,5/25/21 10:00 PM
3047494,201223,201022,3,3689.17,50,Transaction 47494,3/6/20 12:00 AM,,3/6/20 12:00 AM
3006030,200848,200161,1,1293.77,34,Transaction 6030,11/19/20 4:00 AM,,11/19/20 4:00 AM
3044931,200012,200376,2,2621.61,35,Transaction 44931,5/6/21 1:00 AM,,5/6/21 1:00 AM
3005589,200470,200554,1,3508.89,43,Transaction 5589,4/15/21 7:00 AM,,4/15/21 7:00 AM
3036223,200044,200372,1,2626.89,9,Transaction 36223,6/4/20 11:00 PM,,6/4/20 11:00 PM
3021471,200579,200455,3,4600.24,36,Transaction 21471,2/16/20 6:00 PM,,2/16/20 6:00 PM
3023098,200920,201034,2,3269.52,48,Transaction 23098,3/25/20 8:00 PM,,3/25/20 8:00 PM
3034806,200602,201322,1,3036.88,31,Transaction 34806,9/25/23 3:00 PM,,9/25/23 3:00 PM
3009172,201035,200376,3,1659.29,45,Transaction 9172,11/7/21 2:00 AM,,11/7/21 2:00 AM
3031963,200855,201055,1,3628.08,46,Transaction 31963,11/28/22 11:00 AM,,11/28/22 11:00 AM
3014471,200542,201277,3,309.9,38,Transaction 14471,2/9/20 12:00 PM,,2/9/20 12:00 PM
3046431,200157,200472,3,4143.45,38,Transaction 46431,9/1/22 4:00 PM,,9/1/22 4:00 PM
3032653,200086,201069,4,4162.79,41,Transaction 32653,11/19/21 11:00 PM,,11/19/21 11:00 PM
3006905,201175,200914,2,2045.56,4,Transaction 6905,3/16/23 6:00 PM,,3/16/23 6:00 PM
3032558,201612,200617,1,4643.16,43,Transaction 32558,3/19/23 7:00 AM,,3/19/23 7:00 AM
3004513,201352,200602,3,1621.23,14,Transaction 4513,4/7/22 8:00 PM,,4/7/22 8:00 PM
3034091,201028,201202,3,3432.73,3,Transaction 34091,6/21/21 11:00 AM,,6/21/21 11:00 AM
3022843,200532,200702,4,4755.06,28,Transaction 22843,4/19/23 12:00 PM,,4/19/23 12:00 PM
3000091,201053,201468,1,1565.69,48,Transaction 91,7/10/22 9:00 PM,,7/10/22 9:00 PM
3004729,201011,201029,3,4108.74,34,Transaction 4729,8/22/22 7:00 AM,,8/22/22 7:00 AM
3038913,200919,201338,2,3046.47,9,Transaction 38913,3/15/21 7:00 PM,,3/15/21 7:00 PM
3014052,200986,200644,1,2240.43,42,Transaction 14052,2/5/23 2:00 PM,,2/5/23 2:00 PM
3048283,201195,201405,1,2878.08,2,Transaction 48283,7/27/20 7:00 AM,,7/27/20 7:00 AM
3038454,200919,200018,2,3825.84,26,Transaction 38454,11/4/22 11:00 PM,,11/4/22 11:00 PM
3012657,200620,200370,2,1896.52,21,Transaction 12657,1/20/21 1:00 PM,,1/20/21 1:00 PM
3039248,200530,200696,3,3388.66,41,Transaction 39248,7/13/23 2:00 AM,,7/13/23 2:00 AM
3043347,200790,200144,2,4247.49,18,Transaction 43347,10/11/20 7:00 PM,,10/11/20 7:00 PM
3049047,200283,200693,4,4351.09,37,Transaction 49047,11/26/20 7:00 AM,,11/26/20 7:00 AM
3043968,201069,200801,1,3283.25,31,Transaction 43968,1/25/21 5:00 AM,,1/25/21 5:00 AM
3008868,201016,200831,2,3668.07,47,Transaction 8868,3/31/21 11:00 AM,,3/31/21 11:00 AM
3002207,201414,200248,3,732.45,22,Transaction 2207,5/3/22 1:00 AM,,5/3/22 1:00 AM
3045896,201093,201257,3,4777.79,38,Transaction 45896,2/23/22 2:00 AM,,2/23/22 2:00 AM
3033001,200732,200781,2,755.93,25,Transaction 33001,1/6/22 8:00 AM,,1/6/22 8:00 AM
3043746,200926,201049,1,4369.15,18,Transaction 43746,9/30/20 6:00 AM,,9/30/20 6:00 AM
3011351,200124,200939,3,2237.39,49,Transaction 11351,3/10/23 6:00 PM,,3/10/23 6:00 PM
3029346,200473,201238,2,1898.62,2,Transaction 29346,10/21/21 5:00 AM,,10/21/21 5:00 AM
3036904,200314,200861,1,772.73,36,Transaction 36904,2/8/21 7:00 AM,,2/8/21 7:00 AM
3015271,201542,201376,2,1812.18,32,Transaction 15271,10/14/23 9:00 AM,,10/14/23 9:00 AM
3047620,201148,200643,3,2358.99,34,Transaction 47620,3/31/21 2:00 PM,,3/31/21 2:00 PM
3013853,200445,201258,3,2297.42,10,Transaction 13853,12/3/23 4:00 AM,,12/3/23 4:00 AM
3025145,201343,200188,3,802.02,48,Transaction 25145,1/22/23 9:00 PM,,1/22/23 9:00 PM
3034711,200955,201259,1,3986.7,17,Transaction 34711,11/1/22 3:00 AM,,11/1/22 3:00 AM
3046673,201587,200463,2,2686.93,37,Transaction 46673,10/29/21 6:00 PM,,10/29/21 6:00 PM
3039852,200715,200467,3,2900.77,17,Transaction 39852,4/5/20 4:00 AM,,4/5/20 4:00 AM
3010335,200672,201291,3,4129.9,16,Transaction 10335,11/7/21 12:00 AM,,11/7/21 12:00 AM
3009466,200711,200796,2,2681,23,Transaction 9466,8/16/23 10:00 PM,,8/16/23 10:00 PM
3038545,201172,201517,2,3214.51,3,Transaction 38545,9/27/22 9:00 AM,,9/27/22 9:00 AM
3013683,200822,200080,4,1334.4,14,Transaction 13683,8/23/20 3:00 PM,,8/23/20 3:00 PM
3013365,200450,201402,2,1306.19,9,Transaction 13365,2/7/20 3:00 AM,,2/7/20 3:00 AM
3006682,200145,201538,3,4397.43,32,Transaction 6682,2/25/20 6:00 PM,,2/25/20 6:00 PM
3031236,200372,200250,3,4600.6,40,Transaction 31236,4/25/20 5:00 AM,,4/25/20 5:00 AM
3018161,200943,201358,3,2910.33,33,Transaction 18161,7/24/23 6:00 PM,,7/24/23 6:00 PM
3011332,200058,201021,1,1972.21,1,Transaction 11332,11/4/23 11:00 AM,,11/4/23 11:00 AM
3016581,201565,201465,1,402.05,35,Transaction 16581,10/22/22 12:00 PM,,10/22/22 12:00 PM
3040050,201442,200364,1,4896.26,15,Transaction 40050,5/17/20 6:00 AM,,5/17/20 6:00 AM
3044568,201379,200120,1,40.92,42,Transaction 44568,2/7/21 5:00 PM,,2/7/21 5:00 PM
3035797,200643,200663,4,1507.67,38,Transaction 35797,5/22/20 7:00 AM,,5/22/20 7:00 AM
3002188,201438,200612,2,3.88,44,Transaction 2188,4/4/21 3:00 AM,,4/4/21 3:00 AM
3026547,200133,201495,2,3315.25,7,Transaction 26547,12/6/22 6:00 PM,,12/6/22 6:00 PM
3023352,200563,201404,2,721.1,17,Transaction 23352,7/27/20 5:00 PM,,7/27/20 5:00 PM
3022752,200074,200617,2,193.69,26,Transaction 22752,5/28/22 10:00 AM,,5/28/22 10:00 AM
3048576,200638,201021,1,2521.46,50,Transaction 48576,9/2/22 12:00 PM,,9/2/22 12:00 PM
3013555,200100,201080,2,1447.29,9,Transaction 13555,9/14/23 4:00 AM,,9/14/23 4:00 AM
3012125,200774,201171,2,779.39,39,Transaction 12125,5/31/20 1:00 AM,,5/31/20 1:00 AM
3001169,201431,200217,1,109.55,35,Transaction 1169,10/18/20 12:00 PM,,10/18/20 12:00 PM
3045844,200780,200982,3,3056.69,6,Transaction 45844,1/28/24 9:00 AM,,1/28/24 9:00 AM
3041462,200562,201513,3,922.55,38,Transaction 41462,10/15/23 9:00 PM,,10/15/23 9:00 PM
3016126,201365,201628,1,2688.36,30,Transaction 16126,10/7/21 4:00 PM,,10/7/21 4:00 PM
3010178,201228,200693,2,1724.25,13,Transaction 10178,4/14/22 7:00 AM,,4/14/22 7:00 AM
3044805,201066,200929,3,566.22,31,Transaction 44805,7/23/23 2:00 AM,,7/23/23 2:00 AM
3044036,200443,201216,3,2771.05,41,Transaction 44036,1/14/22 4:00 AM,,1/14/22 4:00 AM
3010087,200651,200983,1,2031.53,16,Transaction 10087,10/1/23 8:00 AM,,10/1/23 8:00 AM
3031511,201301,200039,1,1320.29,45,Transaction 31511,1/26/24 1:00 AM,,1/26/24 1:00 AM
3002102,201448,201211,1,2766.8,25,Transaction 2102,7/2/22 5:00 AM,,7/2/22 5:00 AM
3001007,201543,200809,2,3102.49,33,Transaction 1007,6/2/20 7:00 AM,,6/2/20 7:00 AM
3020780,201390,200821,2,1380.94,43,Transaction 20780,12/6/22 9:00 AM,,12/6/22 9:00 AM
3049076,200308,200474,3,3174.67,4,Transaction 49076,3/26/20 4:00 AM,,3/26/20 4:00 AM
3020653,200309,200256,1,1426.14,48,Transaction 20653,8/6/21 9:00 AM,,8/6/21 9:00 AM
3007064,201394,200674,3,2837.27,50,Transaction 7064,6/20/21 10:00 PM,,6/20/21 10:00 PM
3016538,201051,201355,3,72.82,14,Transaction 16538,7/2/23 1:00 AM,,7/2/23 1:00 AM
3004130,200501,201566,1,4169.63,37,Transaction 4130,6/13/23 10:00 AM,,6/13/23 10:00 AM
3029983,201157,201171,1,635.94,31,Transaction 29983,10/27/23 7:00 AM,,10/27/23 7:00 AM
3008142,201381,201402,2,3669.68,24,Transaction 8142,12/27/21 11:00 PM,,12/27/21 11:00 PM
3002931,201135,200411,3,38.64,29,Transaction 2931,4/23/22 1:00 AM,,4/23/22 1:00 AM
3009386,200766,200727,1,936.29,25,Transaction 9386,4/4/22 4:00 PM,,4/4/22 4:00 PM
3047096,201431,200113,2,2330.97,21,Transaction 47096,12/17/22 9:00 PM,,12/17/22 9:00 PM
3018298,200083,200022,4,3646.81,22,Transaction 18298,5/5/22 7:00 PM,,5/5/22 7:00 PM
3013563,200650,200411,1,3013.28,41,Transaction 13563,9/19/20 7:00 PM,,9/19/20 7:00 PM
3035186,201128,200059,1,306.99,26,Transaction 35186,1/25/20 8:00 PM,,1/25/20 8:00 PM
3025622,200213,200395,3,3389.53,47,Transaction 25622,2/8/24 5:00 AM,,2/8/24 5:00 AM
3013494,201568,200575,3,4865.26,18,Transaction 13494,1/6/24 4:00 AM,,1/6/24 4:00 AM
3045558,200535,200173,4,1480.8,7,Transaction 45558,4/17/21 11:00 AM,,4/17/21 11:00 AM
3030586,200160,200786,2,3961.74,47,Transaction 30586,4/14/20 11:00 AM,,4/14/20 11:00 AM
3038575,201165,200830,3,3708.73,44,Tfansaction 38575,7/6/23 8:00 PM,,7/6/23 8:00 PM
3047787,200695,200190,1,688.99,7,Transaction 47787,7/6/23 8:00 PM,,7/6/23 8:00 PM
3011682,200266,200345,3,4785.03,43,Transaction 11682,12/2/23 9:00 AM,,12/2/23 9:00 AM
3015339,201196,200500,3,142.95,28,Transaction 15339,9/25/22 8:00 PM,,9/25/22 8:00 PM
3029027,200875,200886,2,1158.64,50,Transaction 29027,12/3/22 1:00 AM,,12/3/22 1:00 AM
3042148,201273,201425,4,4358.45,27,Transaction 42148,3/3/20 1:00 AM,,3/3/20 1:00 AM
3024523,201440,201369,1,4653.26,15,Transaction 24523,6/1/20 3:00 AM,,6/1/20 3:00 AM
3039949,201133,201352,4,1818.25,9,Transaction 39949,9/20/21 9:00 AM,,9/20/21 9:00 AM
3000904,200930,200403,4,510.58,5,Transaction 904,3/3/21 7:00 PM,,3/3/21 7:00 PM
3033606,200993,200074,2,567.99,47,Tranwaction 33606,2/18/21 8:00 AM,,2/18/21 8:00 AM
3026053,200117,200540,3,768.47,47,Transaction 26053,7/11/23 8:00 AM,,7/11/23 8:00 AM
3020167,200330,200480,2,1970.06,15,Transaction 20167,7/9/26 3:01 PM,,7/9/26 3:01 PM
3005550,200326,200316,2,2022.23,19,Transaction 5550,11/7/21 10:00 PM,,11/7/21 10:00 PM
3047492,200836,201466,1,2665.06,37,Transaction 47492,9/26/23 1:00 AM,,9/26/23 1:00 AM
3042359,200831,200530,1,310.62,47,Transaction 42359,12/18/23 4:00 AM,,12/18/23 4:00 AM
3044757,200579,201504,1,816.09,27,Transaction 44757,5/24/23 6:00 PM,,5/24/23 6:00 PM
3042957,201446,201396,3,1140.38,42,Transaction 42957,4/18/21 2:00 AM,,4/18/21 2:00 AM
3005489,200121,200526,2,3034.63,33,Transaction 5489,6/5/23 4:00 AM,,6/5/23 4:00 AM
3041589,200925,200362,1,4818.23,3,Transaction 41589,6/16/23 3:00 PM,,6/16/23 3:00 PM
3002331,200610,200244,1,4991.13,30,Transaction 2331,10/20/22 4:00 PM,,10/20/22 4:00 PM
3033278,200842,201605,1,3869.65,9,Transaction 33278,9/22/22 5:00 AM,,9/22/22 5:00 AM
3005761,201488,201521,2,3965.22,41,Transaction 5761,10/19/23 1:00 AM,,10/19/23 1:00 AM
3025382,200850,200801,2,2128.94,50,Transaction 25382,1/6/23 3:00 PM,,1/6/23 3:00 PM
3019364,200186,201557,1,2162.17,22,Transaction 19364,5/8/20 6:00 PM,,5/8/20 6:00 PM
3017750,201491,200910,2,4208.37,26,Transaction 17750,1/22/23 7:00 AM,,1/22/23 7:00 AM
3013740,200704,200861,2,2292.18,21,Transaction 13740,6/30/22 7:00 AM,,6/30/22 7:00 AM
3039748,200797,200732,2,4980.31,35,Transaction 39748,5/18/21 2:00 AM,,5/18/21 2:00 AM
3040843,201648,200504,3,3905.22,8,Transaction 40843,6/23/23 8:00 AM,,6/23/23 8:00 AM
3032434,201560,201463,3,2499.82,18,Transaction 32434,6/28/23 7:00 AM,,6/28/23 7:00 AM
3002406,200486,200857,4,3167.87,40,Transaction 2406,4/20/23 3:00 AM,,4/20/23 3:00 AM
3001525,200899,201560,4,2165.79,47,Transaction 1525,1/14/21 11:00 AM,,1/14/21 11:00 AM
3016554,200943,200386,3,4297.92,23,Transaction 16554,5/10/23 1:00 PM,,5/10/23 1:00 PM
3036593,200391,200779,1,2944.36,7,Transaction 36593,9/3/23 5:00 AM,,9/3/23 5:00 AM
3012615,200412,200482,1,3190.63,1,Transaction 12615,8/3/21 11:00 PM,,8/3/21 11:00 PM
3021390,200208,200934,3,1361.04,31,Transaction 21390,3/17/23 3:00 AM,,3/17/23 3:00 AM
3005763,200739,200978,2,199.29,10,Transaction 5763,5/3/21 6:00 PM,,5/3/21 6:00 PM
3037737,201516,200969,3,4816.88,25,Transaction 37737,10/16/20 7:00 PM,,10/16/20 7:00 PM
3009920,200730,200931,2,4367.25,29,Transaction 9920,4/15/23 9:00 AM,,4/15/23 9:00 AM
3018047,200744,200911,3,3333.45,50,Transaction 18047,9/25/20 1:00 AM,,9/25/20 1:00 AM
3048713,200781,201450,2,692.88,18,Transaction 48713,12/13/21 5:00 PM,,12/13/21 5:00 PM
3044814,200134,200656,3,3678.82,50,Transaction 44814,8/24/20 10:00 AM,,8/24/20 10:00 AM
3001138,200768,201544,4,3664.82,18,Transaction 1138,12/12/21 6:00 AM,,12/12/21 6:00 AM
3015853,200302,201456,2,1844.63,40,Transaction 15853,7/6/22 2:00 AM,,7/6/22 2:00 AM
3027300,201387,201124,3,1101.86,24,Transaction 27300,12/16/20 7:00 PM,,12/16/20 7:00 PM
3045858,201578,200873,2,4023.23,47,Transaction 45858,3/21/23 9:00 AM,,3/21/23 9:00 AM
3044396,201200,201068,2,972.71,40,Transaction 44396,11/22/23 6:00 PM,,11/22/23 6:00 PM
3013656,200566,200613,1,1453.06,12,Transaction 13656,11/16/20 6:00 PM,,11/16/20 6:00 PM
3001486,200173,201222,1,1580.51,42,Transaction 1486,3/12/23 4:00 PM,,3/12/23 4:00 PM
3005961,201262,200268,2,778.72,4,Transaction 5961,7/25/21 4:00 AM,,7/25/21 4:00 AM
3013147,200699,200036,1,1271.79,37,Transaction 13147,10/26/20 4:00 PM,,10/26/20 4:00 PM
3038772,201257,200565,3,3830.81,20,Transaction 38772,1/27/22 4:00 AM,,1/27/22 4:00 AM
3020504,200302,201486,3,2705.38,15,Transaction 20504,2/26/20 3:00 PM,,2/26/20 3:00 PM
3003673,201549,201551,4,1826.61,1,Transaction 3673,11/4/22 2:00 PM,,11/4/22 2:00 PM
3012832,201124,200792,3,3624.32,36,Transaction 12832,8/3/20 6:00 PM,,8/3/20 6:00 PM
3044169,200035,200790,3,4796.36,6,Transaction 44169,5/28/20 4:00 PM,,5/28/20 4:00 PM
3009688,200664,200208,1,1252.71,13,Transaction 9688,3/8/21 7:00 AM,,3/8/21 7:00 AM
3008871,200780,200316,2,4725.82,28,Transaction 8871,12/25/23 6:00 PM,,12/25/23 6:00 PM
3031285,200002,201459,1,1924.18,10,Transaction 31285,7/6/21 1:00 PM,,7/6/21 1:00 PM
3033237,201464,200786,2,88.57,27,Transaction 33237,10/29/22 5:00 PM,,10/29/22 5:00 PM
3045930,201022,201337,1,2501.23,40,Transaction 45930,10/22/25 3:01 PM,,10/22/25 3:01 PM
3013922,200867,200829,1,3568.02,20,Transaction 13922,6/12/23 11:00 PM,,6/12/23 11:00 PM
3032285,201618,201612,2,3265.26,22,Transaction 32285,4/4/20 7:00 PM,,4/4/20 7:00 PM
3030379,200777,201424,3,2280.56,11,Transaction 30379,2/6/24 12:00 PM,,2/6/24 12:00 PM
3013577,200513,200143,1,2853.71,24,Transaction 13577,7/23/21 10:00 AM,,7/23/21 10:00 AM
3038408,201041,201479,2,3985.06,13,Transaction 38408,1/24/20 3:00 AM,,1/24/20 3:00 AM
3023921,200839,200557,2,4866.7,50,Transaction 23921,2/1/22 12:00 AM,,2/1/22 12:00 AM
3033514,201226,200139,2,853.59,28,Transaction 33514,7/7/22 5:00 AM,,7/7/22 5:00 AM
3039589,200331,200353,3,81.89,30,Transaction 39589,4/18/21 6:00 AM,,4/18/21 6:00 AM
3008779,200221,200097,4,963.41,9,Transaction 8779,3/2/21 9:00 AM,,3/2/21 9:00 AM
3046289,200091,201164,3,2732.28,33,Transaction 46289,9/2/22 3:00 AM,,9/2/22 3:00 AM
3029951,201200,200726,3,1002.5,18,Transaction 29951,12/27/20 2:00 PM,,12/27/20 2:00 PM
3005315,201048,200994,3,1788.58,2,Transaction 5315,3/16/20 9:00 AM,,3/16/20 9:00 AM
3006623,201255,201258,1,2923.29,16,Transaction 6623,8/31/20 9:00 AM,,8/31/20 9:00 AM
3011266,201002,201026,1,4025.3,35,Transaction 11266,8/21/20 5:00 PM,,8/21/20 5:00 PM
3010089,200117,200022,4,2913.68,5,Transaction 10089,7/18/20 10:00 PM,,7/18/20 10:00 PM
3008843,200020,201422,1,735.37,35,Transaction 8843,10/17/23 2:00 PM,,10/17/23 2:00 PM
